Date,Time,ST,GS,Check,Weight,Unit,Pump-Status,Voltage (V),Current (A),Power (W),Energy (Wh),Operation Time,Flow (L/min),Frequency (Hz),Total Flow (L),Intake Air Temperature (°C),Intake Air Velocity,Intake Air Humidity (%),Outtake Air Temperature (°C),Outtake Air Velocity,Outtake Air Humidity (% )
2026-03-24,15:05:21,ST,GS,+,183.1082,kg,0,120.6,1.031,124.3,0.345,00:40:06,1.435,67.0,39.8402,33.7,1.8 m/s,26.5,20.0,2.29 m/s,51.6
2026-03-24,15:05:22,ST,GS,+,183.1082,kg,0,120.6,1.031,124.3,0.345,00:40:07,1.135,53.0,0.1892,30.1,1.92 m/s,33.8,27.9,1.98 m/s,44.7
2026-03-24,15:05:23,ST,GS,+,183.1082,kg,0,120.6,1.031,124.3,0.345,00:40:08,1.135,53.0,0.1892,30.1,1.92 m/s,33.8,27.9,1.98 m/s,44.7
2026-03-24,15:05:24,ST,GS,+,183.1082,kg,0,120.6,1.031,124.3,0.345,00:40:09,1.135,53.0,0.1892,30.1,1.92 m/s,33.8,27.9,1.98 m/s,44.7
2026-03-24,15:05:25,ST,GS,+,183.1082,kg,0,120.6,1.031,124.3,0.345,00:40:10,1.135,53.0,0.1892,30.1,1.92 m/s,33.8,27.9,1.98 m/s,44.7
2026-03-24,15:05:26,ST,GS,+,183.1082,kg,0,120.6,1.031,124.3,0.345,00:40:11,1.135,53.0,0.1892,30.1,1.92 m/s,33.8,27.9,1.98 m/s,44.7
2026-03-24,15:05:27,ST,GS,+,183.1082,kg,0,120.6,1.031,124.3,0.345,00:40:12,1.135,53.0,0.1892,30.1,1.92 m/s,33.8,27.9,1.98 m/s,44.7
2026-03-24,15:05:28,ST,GS,+,184.315,kg,0,120.6,1.031,124.3,0.345,00:40:13,1.135,53.0,0.1892,30.1,1.92 m/s,33.8,27.9,1.98 m/s,44.7
2026-03-24,15:05:29,ST,GS,+,184.315,kg,0,120.6,1.031,124.3,0.345,00:40:14,1.135,53.0,0.1892,30.1,1.92 m/s,33.8,27.9,1.98 m/s,44.7
2026-03-24,15:05:30,ST,GS,+,184.315,kg,0,119.3,2.792,333.1,1.271,00:40:15,1.135,53.0,0.1892,30.1,1.92 m/s,33.8,27.9,1.98 m/s,44.7
2026-03-24,15:05:31,ST,GS,+,184.315,kg,0,119.3,2.792,333.1,1.271,00:40:16,1.135,53.0,0.1892,30.1,1.92 m/s,33.8,27.9,1.98 m/s,44.7
2026-03-24,15:05:32,ST,GS,+,184.315,kg,0,119.3,2.792,333.1,1.271,00:40:17,1.959,91.5,0.5157,23.8,2.79 m/s,29.0,26.2,1.44 m/s,45.2
2026-03-24,15:05:33,ST,GS,+,184.315,kg,0,119.3,2.792,333.1,1.271,00:40:18,1.959,91.5,0.5157,23.8,2.79 m/s,29.0,26.2,1.44 m/s,45.2
2026-03-24,15:05:34,ST,GS,+,184.315,kg,0,119.3,2.792,333.1,1.271,00:40:19,1.959,91.5,0.5157,23.8,2.79 m/s,29.0,26.2,1.44 m/s,45.2
2026-03-24,15:05:35,ST,GS,+,184.315,kg,0,119.3,2.792,333.1,1.271,00:40:20,1.959,91.5,0.5157,23.8,2.79 m/s,29.0,26.2,1.44 m/s,45.2
2026-03-24,15:05:36,ST,GS,+,184.315,kg,0,119.3,2.792,333.1,1.271,00:40:21,1.959,91.5,0.5157,23.8,2.79 m/s,29.0,26.2,1.44 m/s,45.2
2026-03-24,15:05:37,ST,GS,+,184.315,kg,0,119.3,2.792,333.1,1.271,00:40:22,1.959,91.5,0.5157,23.8,2.79 m/s,29.0,26.2,1.44 m/s,45.2
2026-03-24,15:05:38,ST,GS,+,184.6551,kg,0,119.3,2.792,333.1,1.271,00:40:23,1.959,91.5,0.5157,23.8,2.79 m/s,29.0,26.2,1.44 m/s,45.2
2026-03-24,15:05:39,ST,GS,+,184.6551,kg,0,119.3,2.792,333.1,1.271,00:40:24,1.959,91.5,0.5157,23.8,2.79 m/s,29.0,26.2,1.44 m/s,45.2
2026-03-24,15:05:40,ST,GS,+,184.6551,kg,0,121.2,0.809,98.1,1.543,00:40:25,1.959,91.5,0.5157,23.8,2.79 m/s,29.0,26.2,1.44 m/s,45.2
2026-03-24,15:05:41,ST,GS,+,184.6551,kg,0,121.2,0.809,98.1,1.543,00:40:26,1.959,91.5,0.5157,23.8,2.79 m/s,29.0,26.2,1.44 m/s,45.2
2026-03-24,15:05:42,ST,GS,+,184.6551,kg,0,121.2,0.809,98.1,1.543,00:40:27,0.363,17.0,0.5762,32.1,2.01 m/s,36.7,24.5,1.96 m/s,44.4
2026-03-24,15:05:43,ST,GS,+,184.6551,kg,0,121.2,0.809,98.1,1.543,00:40:28,0.363,17.0,0.5762,32.1,2.01 m/s,36.7,24.5,1.96 m/s,44.4
2026-03-24,15:05:44,ST,GS,+,184.6551,kg,0,121.2,0.809,98.1,1.543,00:40:29,0.363,17.0,0.5762,32.1,2.01 m/s,36.7,24.5,1.96 m/s,44.4
2026-03-24,15:05:45,ST,GS,+,184.6551,kg,0,121.2,0.809,98.1,1.543,00:40:30,0.363,17.0,0.5762,32.1,2.01 m/s,36.7,24.5,1.96 m/s,44.4
2026-03-24,15:05:46,ST,GS,+,184.6551,kg,0,121.2,0.809,98.1,1.543,00:40:31,0.363,17.0,0.5762,32.1,2.01 m/s,36.7,24.5,1.96 m/s,44.4
2026-03-24,15:05:47,ST,GS,+,184.6551,kg,0,121.2,0.809,98.1,1.543,00:40:32,0.363,17.0,0.5762,32.1,2.01 m/s,36.7,24.5,1.96 m/s,44.4
2026-03-24,15:05:48,ST,GS,+,185.4429,kg,0,121.2,0.809,98.1,1.543,00:40:33,0.363,17.0,0.5762,32.1,2.01 m/s,36.7,24.5,1.96 m/s,44.4
2026-03-24,15:05:49,ST,GS,+,185.4429,kg,0,121.2,0.809,98.1,1.543,00:40:34,0.363,17.0,0.5762,32.1,2.01 m/s,36.7,24.5,1.96 m/s,44.4
2026-03-24,15:05:50,ST,GS,+,185.4429,kg,0,119.6,1.795,214.7,2.139,00:40:35,0.363,17.0,0.5762,32.1,2.01 m/s,36.7,24.5,1.96 m/s,44.4
2026-03-24,15:05:51,ST,GS,+,185.4429,kg,0,119.6,1.795,214.7,2.139,00:40:36,0.363,17.0,0.5762,32.1,2.01 m/s,36.7,24.5,1.96 m/s,44.4
2026-03-24,15:05:52,ST,GS,+,185.4429,kg,0,119.6,1.795,214.7,2.139,00:40:37,2.082,97.2,0.9232,30.6,2.64 m/s,28.5,24.9,1.55 m/s,49.3
2026-03-24,15:05:53,ST,GS,+,185.4429,kg,0,119.6,1.795,214.7,2.139,00:40:38,2.082,97.2,0.9232,30.6,2.64 m/s,28.5,24.9,1.55 m/s,49.3
2026-03-24,15:05:54,ST,GS,+,185.4429,kg,0,119.6,1.795,214.7,2.139,00:40:39,2.082,97.2,0.9232,30.6,2.64 m/s,28.5,24.9,1.55 m/s,49.3
2026-03-24,15:05:55,ST,GS,+,185.4429,kg,0,119.6,1.795,214.7,2.139,00:40:40,2.082,97.2,0.9232,30.6,2.64 m/s,28.5,24.9,1.55 m/s,49.3
2026-03-24,15:05:56,ST,GS,+,185.4429,kg,0,119.6,1.795,214.7,2.139,00:40:41,2.082,97.2,0.9232,30.6,2.64 m/s,28.5,24.9,1.55 m/s,49.3
2026-03-24,15:05:57,ST,GS,+,185.4429,kg,0,119.6,1.795,214.7,2.139,00:40:42,2.082,97.2,0.9232,30.6,2.64 m/s,28.5,24.9,1.55 m/s,49.3
2026-03-24,15:05:58,ST,GS,+,185.7567,kg,0,119.6,1.795,214.7,2.139,00:40:43,2.082,97.2,0.9232,30.6,2.64 m/s,28.5,24.9,1.55 m/s,49.3
2026-03-24,15:05:59,ST,GS,+,185.7567,kg,0,119.6,1.795,214.7,2.139,00:40:44,2.082,97.2,0.9232,30.6,2.64 m/s,28.5,24.9,1.55 m/s,49.3
2026-03-24,15:06:00,ST,GS,+,185.7567,kg,0,121.4,2.693,326.9,3.047,00:40:45,2.082,97.2,0.9232,30.6,2.64 m/s,28.5,24.9,1.55 m/s,49.3
2026-03-24,15:06:01,ST,GS,+,185.7567,kg,0,121.4,2.693,326.9,3.047,00:40:46,2.082,97.2,0.9232,30.6,2.64 m/s,28.5,24.9,1.55 m/s,49.3
2026-03-24,15:06:02,ST,GS,+,185.7567,kg,0,121.4,2.693,326.9,3.047,00:40:47,1.553,72.5,1.182,20.2,1.37 m/s,28.5,22.3,0.59 m/s,35.1
2026-03-24,15:06:03,ST,GS,+,185.7567,kg,0,121.4,2.693,326.9,3.047,00:40:48,1.553,72.5,1.182,20.2,1.37 m/s,28.5,22.3,0.59 m/s,35.1
2026-03-24,15:06:04,ST,GS,+,185.7567,kg,0,121.4,2.693,326.9,3.047,00:40:49,1.553,72.5,1.182,20.2,1.37 m/s,28.5,22.3,0.59 m/s,35.1
2026-03-24,15:06:05,ST,GS,+,185.7567,kg,0,121.4,2.693,326.9,3.047,00:40:50,1.553,72.5,1.182,20.2,1.37 m/s,28.5,22.3,0.59 m/s,35.1
2026-03-24,15:06:06,ST,GS,+,185.7567,kg,0,121.4,2.693,326.9,3.047,00:40:51,1.553,72.5,1.182,20.2,1.37 m/s,28.5,22.3,0.59 m/s,35.1
2026-03-24,15:06:07,ST,GS,+,185.7567,kg,0,121.4,2.693,326.9,3.047,00:40:52,1.553,72.5,1.182,20.2,1.37 m/s,28.5,22.3,0.59 m/s,35.1
2026-03-24,15:06:08,ST,GS,+,186.1624,kg,0,121.4,2.693,326.9,3.047,00:40:53,1.553,72.5,1.182,20.2,1.37 m/s,28.5,22.3,0.59 m/s,35.1
2026-03-24,15:06:09,ST,GS,+,186.1624,kg,0,121.4,2.693,326.9,3.047,00:40:54,1.553,72.5,1.182,20.2,1.37 m/s,28.5,22.3,0.59 m/s,35.1
2026-03-24,15:06:10,ST,GS,+,186.1624,kg,0,121.5,1.6,194.4,3.587,00:40:55,1.553,72.5,1.182,20.2,1.37 m/s,28.5,22.3,0.59 m/s,35.1
2026-03-24,15:06:11,ST,GS,+,186.1624,kg,0,121.5,1.6,194.4,3.587,00:40:56,1.553,72.5,1.182,20.2,1.37 m/s,28.5,22.3,0.59 m/s,35.1
2026-03-24,15:06:13,ST,GS,+,186.1624,kg,0,121.5,1.6,194.4,3.587,00:40:57,0.6,28.0,1.282,23.1,2.57 m/s,30.6,26.9,1.76 m/s,37.6
2026-03-24,15:06:14,ST,GS,+,186.1624,kg,0,121.5,1.6,194.4,3.587,00:40:58,0.6,28.0,1.282,23.1,2.57 m/s,30.6,26.9,1.76 m/s,37.6
2026-03-24,15:06:15,ST,GS,+,186.1624,kg,0,121.5,1.6,194.4,3.587,00:40:59,0.6,28.0,1.282,23.1,2.57 m/s,30.6,26.9,1.76 m/s,37.6
2026-03-24,15:06:16,ST,GS,+,186.1624,kg,0,121.5,1.6,194.4,3.587,00:41:00,0.6,28.0,1.282,23.1,2.57 m/s,30.6,26.9,1.76 m/s,37.6
2026-03-24,15:06:17,ST,GS,+,186.1624,kg,0,121.5,1.6,194.4,3.587,00:41:01,0.6,28.0,1.282,23.1,2.57 m/s,30.6,26.9,1.76 m/s,37.6
2026-03-24,15:06:18,ST,GS,+,186.4494,kg,0,121.5,1.6,194.4,3.587,00:41:02,0.6,28.0,1.282,23.1,2.57 m/s,30.6,26.9,1.76 m/s,37.6
2026-03-24,15:06:19,ST,GS,+,186.4494,kg,0,121.5,1.6,194.4,3.587,00:41:03,0.6,28.0,1.282,23.1,2.57 m/s,30.6,26.9,1.76 m/s,37.6
2026-03-24,15:06:20,ST,GS,+,186.4494,kg,0,121.4,2.382,289.2,4.391,00:41:04,0.6,28.0,1.282,23.1,2.57 m/s,30.6,26.9,1.76 m/s,37.6
2026-03-24,15:06:21,ST,GS,+,186.4494,kg,0,121.4,2.382,289.2,4.391,00:41:05,0.6,28.0,1.282,23.1,2.57 m/s,30.6,26.9,1.76 m/s,37.6
2026-03-24,15:06:22,ST,GS,+,186.4494,kg,0,121.4,2.382,289.2,4.391,00:41:06,0.283,13.2,1.3292,23.5,2.83 m/s,36.4,24.8,1.41 m/s,44.7
2026-03-24,15:06:23,ST,GS,+,186.4494,kg,0,121.4,2.382,289.2,4.391,00:41:07,0.283,13.2,1.3292,23.5,2.83 m/s,36.4,24.8,1.41 m/s,44.7
2026-03-24,15:06:24,ST,GS,+,186.4494,kg,0,121.4,2.382,289.2,4.391,00:41:08,0.283,13.2,1.3292,23.5,2.83 m/s,36.4,24.8,1.41 m/s,44.7
2026-03-24,15:06:25,ST,GS,+,186.4494,kg,0,121.4,2.382,289.2,4.391,00:41:09,0.283,13.2,1.3292,23.5,2.83 m/s,36.4,24.8,1.41 m/s,44.7
2026-03-24,15:06:26,ST,GS,+,186.4494,kg,0,121.4,2.382,289.2,4.391,00:41:10,0.283,13.2,1.3292,23.5,2.83 m/s,36.4,24.8,1.41 m/s,44.7
2026-03-24,15:06:27,ST,GS,+,186.4494,kg,0,121.4,2.382,289.2,4.391,00:41:11,0.283,13.2,1.3292,23.5,2.83 m/s,36.4,24.8,1.41 m/s,44.7
2026-03-24,15:06:28,ST,GS,+,188.4465,kg,0,121.4,2.382,289.2,4.391,00:41:12,0.283,13.2,1.3292,23.5,2.83 m/s,36.4,24.8,1.41 m/s,44.7
2026-03-24,15:06:29,ST,GS,+,188.4465,kg,0,121.4,2.382,289.2,4.391,00:41:14,0.283,13.2,1.3292,23.5,2.83 m/s,36.4,24.8,1.41 m/s,44.7
2026-03-24,15:06:30,ST,GS,+,188.4465,kg,0,121.9,1.508,183.8,4.901,00:41:15,0.283,13.2,1.3292,23.5,2.83 m/s,36.4,24.8,1.41 m/s,44.7
2026-03-24,15:06:31,ST,GS,+,188.4465,kg,0,121.9,1.508,183.8,4.901,00:41:16,0.283,13.2,1.3292,23.5,2.83 m/s,36.4,24.8,1.41 m/s,44.7
2026-03-24,15:06:32,ST,GS,+,188.4465,kg,0,121.9,1.508,183.8,4.901,00:41:17,2.184,102.0,1.6932,26.4,0.7 m/s,27.3,25.6,1.21 m/s,47.3
2026-03-24,15:06:33,ST,GS,+,188.4465,kg,0,121.9,1.508,183.8,4.901,00:41:18,2.184,102.0,1.6932,26.4,0.7 m/s,27.3,25.6,1.21 m/s,47.3
2026-03-24,15:06:34,ST,GS,+,188.4465,kg,0,121.9,1.508,183.8,4.901,00:41:19,2.184,102.0,1.6932,26.4,0.7 m/s,27.3,25.6,1.21 m/s,47.3
2026-03-24,15:06:35,ST,GS,+,188.4465,kg,0,121.9,1.508,183.8,4.901,00:41:20,2.184,102.0,1.6932,26.4,0.7 m/s,27.3,25.6,1.21 m/s,47.3
2026-03-24,15:06:36,ST,GS,+,188.4465,kg,0,121.9,1.508,183.8,4.901,00:41:21,2.184,102.0,1.6932,26.4,0.7 m/s,27.3,25.6,1.21 m/s,47.3
2026-03-24,15:06:37,ST,GS,+,188.4465,kg,0,121.9,1.508,183.8,4.901,00:41:22,2.184,102.0,1.6932,26.4,0.7 m/s,27.3,25.6,1.21 m/s,47.3
2026-03-24,15:06:38,ST,GS,+,188.8799,kg,0,121.9,1.508,183.8,4.901,00:41:23,2.184,102.0,1.6932,26.4,0.7 m/s,27.3,25.6,1.21 m/s,47.3
2026-03-24,15:06:39,ST,GS,+,188.8799,kg,0,121.9,1.508,183.8,4.901,00:41:24,2.184,102.0,1.6932,26.4,0.7 m/s,27.3,25.6,1.21 m/s,47.3
2026-03-24,15:06:40,ST,GS,+,188.8799,kg,0,119.8,1.407,168.6,5.37,00:41:25,2.184,102.0,1.6932,26.4,0.7 m/s,27.3,25.6,1.21 m/s,47.3
2026-03-24,15:06:41,ST,GS,+,188.8799,kg,0,119.8,1.407,168.6,5.37,00:41:26,2.184,102.0,1.6932,26.4,0.7 m/s,27.3,25.6,1.21 m/s,47.3
2026-03-24,15:06:42,ST,GS,+,188.8799,kg,0,119.8,1.407,168.6,5.37,00:41:27,0.881,41.1,1.84,21.8,1.39 m/s,27.1,22.8,2.24 m/s,53.6
2026-03-24,15:06:43,ST,GS,+,188.8799,kg,0,119.8,1.407,168.6,5.37,00:41:28,0.881,41.1,1.84,21.8,1.39 m/s,27.1,22.8,2.24 m/s,53.6
2026-03-24,15:06:44,ST,GS,+,188.8799,kg,0,119.8,1.407,168.6,5.37,00:41:29,0.881,41.1,1.84,21.8,1.39 m/s,27.1,22.8,2.24 m/s,53.6
2026-03-24,15:06:45,ST,GS,+,188.8799,kg,0,119.8,1.407,168.6,5.37,00:41:30,0.881,41.1,1.84,21.8,1.39 m/s,27.1,22.8,2.24 m/s,53.6
2026-03-24,15:06:46,ST,GS,+,188.8799,kg,0,119.8,1.407,168.6,5.37,00:41:31,0.881,41.1,1.84,21.8,1.39 m/s,27.1,22.8,2.24 m/s,53.6
2026-03-24,15:06:47,ST,GS,+,188.8799,kg,0,119.8,1.407,168.6,5.37,00:41:32,0.881,41.1,1.84,21.8,1.39 m/s,27.1,22.8,2.24 m/s,53.6
2026-03-24,15:06:48,ST,GS,+,189.8209,kg,0,119.8,1.407,168.6,5.37,00:41:33,0.881,41.1,1.84,21.8,1.39 m/s,27.1,22.8,2.24 m/s,53.6
2026-03-24,15:06:49,ST,GS,+,189.8209,kg,0,119.8,1.407,168.6,5.37,00:41:34,0.881,41.1,1.84,21.8,1.39 m/s,27.1,22.8,2.24 m/s,53.6
2026-03-24,15:06:50,ST,GS,+,189.8209,kg,0,118.1,1.846,218.0,5.975,00:41:35,0.881,41.1,1.84,21.8,1.39 m/s,27.1,22.8,2.24 m/s,53.6
2026-03-24,15:06:51,ST,GS,+,189.8209,kg,0,118.1,1.846,218.0,5.975,00:41:36,0.881,41.1,1.84,21.8,1.39 m/s,27.1,22.8,2.24 m/s,53.6
2026-03-24,15:06:52,ST,GS,+,189.8209,kg,0,118.1,1.846,218.0,5.975,00:41:37,2.401,112.1,2.2402,20.3,2.08 m/s,37.6,25.4,1.7 m/s,53.1
2026-03-24,15:06:53,ST,GS,+,189.8209,kg,0,118.1,1.846,218.0,5.975,00:41:38,2.401,112.1,2.2402,20.3,2.08 m/s,37.6,25.4,1.7 m/s,53.1
2026-03-24,15:06:54,ST,GS,+,189.8209,kg,0,118.1,1.846,218.0,5.975,00:41:39,2.401,112.1,2.2402,20.3,2.08 m/s,37.6,25.4,1.7 m/s,53.1
2026-03-24,15:06:55,ST,GS,+,189.8209,kg,0,118.1,1.846,218.0,5.975,00:41:40,2.401,112.1,2.2402,20.3,2.08 m/s,37.6,25.4,1.7 m/s,53.1
2026-03-24,15:06:56,ST,GS,+,189.8209,kg,0,118.1,1.846,218.0,5.975,00:41:41,2.401,112.1,2.2402,20.3,2.08 m/s,37.6,25.4,1.7 m/s,53.1
2026-03-24,15:06:57,ST,GS,+,189.8209,kg,0,118.1,1.846,218.0,5.975,00:41:42,2.401,112.1,2.2402,20.3,2.08 m/s,37.6,25.4,1.7 m/s,53.1
2026-03-24,15:06:58,ST,GS,+,190.7966,kg,0,118.1,1.846,218.0,5.975,00:41:43,2.401,112.1,2.2402,20.3,2.08 m/s,37.6,25.4,1.7 m/s,53.1
2026-03-24,15:06:59,ST,GS,+,190.7966,kg,0,118.1,1.846,218.0,5.975,00:41:44,2.401,112.1,2.2402,20.3,2.08 m/s,37.6,25.4,1.7 m/s,53.1
2026-03-24,15:07:00,ST,GS,+,190.7966,kg,0,120.4,1.425,171.6,6.452,00:41:45,2.401,112.1,2.2402,20.3,2.08 m/s,37.6,25.4,1.7 m/s,53.1
2026-03-24,15:07:01,ST,GS,+,190.7966,kg,0,120.4,1.425,171.6,6.452,00:41:46,2.401,112.1,2.2402,20.3,2.08 m/s,37.6,25.4,1.7 m/s,53.1
2026-03-24,15:07:02,ST,GS,+,190.7966,kg,0,120.4,1.425,171.6,6.452,00:41:47,1.982,92.6,2.5705,24.1,2.39 m/s,40.9,22.0,1.09 m/s,35.4
2026-03-24,15:07:03,ST,GS,+,190.7966,kg,0,120.4,1.425,171.6,6.452,00:41:48,1.982,92.6,2.5705,24.1,2.39 m/s,40.9,22.0,1.09 m/s,35.4
2026-03-24,15:07:04,ST,GS,+,190.7966,kg,0,120.4,1.425,171.6,6.452,00:41:49,1.982,92.6,2.5705,24.1,2.39 m/s,40.9,22.0,1.09 m/s,35.4
2026-03-24,15:07:05,ST,GS,+,190.7966,kg,0,120.4,1.425,171.6,6.452,00:41:50,1.982,92.6,2.5705,24.1,2.39 m/s,40.9,22.0,1.09 m/s,35.4
2026-03-24,15:07:06,ST,GS,+,190.7966,kg,0,120.4,1.425,171.6,6.452,00:41:51,1.982,92.6,2.5705,24.1,2.39 m/s,40.9,22.0,1.09 m/s,35.4
2026-03-24,15:07:07,ST,GS,+,190.7966,kg,0,120.4,1.425,171.6,6.452,00:41:52,1.982,92.6,2.5705,24.1,2.39 m/s,40.9,22.0,1.09 m/s,35.4
2026-03-24,15:07:08,ST,GS,+,190.9417,kg,0,120.4,1.425,171.6,6.452,00:41:53,1.982,92.6,2.5705,24.1,2.39 m/s,40.9,22.0,1.09 m/s,35.4
2026-03-24,15:07:09,ST,GS,+,190.9417,kg,0,120.4,1.425,171.6,6.452,00:41:54,1.982,92.6,2.5705,24.1,2.39 m/s,40.9,22.0,1.09 m/s,35.4
2026-03-24,15:07:10,ST,GS,+,190.9417,kg,0,118.8,1.149,136.5,6.831,00:41:55,1.982,92.6,2.5705,24.1,2.39 m/s,40.9,22.0,1.09 m/s,35.4
2026-03-24,15:07:11,ST,GS,+,190.9417,kg,0,118.8,1.149,136.5,6.831,00:41:56,1.982,92.6,2.5705,24.1,2.39 m/s,40.9,22.0,1.09 m/s,35.4
2026-03-24,15:07:12,ST,GS,+,190.9417,kg,0,118.8,1.149,136.5,6.831,00:41:57,0.32,14.9,2.6238,33.8,2.63 m/s,38.2,28.0,0.49 m/s,32.8
2026-03-24,15:07:13,ST,GS,+,190.9417,kg,0,118.8,1.149,136.5,6.831,00:41:58,0.32,14.9,2.6238,33.8,2.63 m/s,38.2,28.0,0.49 m/s,32.8
2026-03-24,15:07:14,ST,GS,+,190.9417,kg,0,118.8,1.149,136.5,6.831,00:41:59,0.32,14.9,2.6238,33.8,2.63 m/s,38.2,28.0,0.49 m/s,32.8
2026-03-24,15:07:16,ST,GS,+,190.9417,kg,0,118.8,1.149,136.5,6.831,00:42:01,0.32,14.9,2.6238,33.8,2.63 m/s,38.2,28.0,0.49 m/s,32.8
2026-03-24,15:07:17,ST,GS,+,190.9417,kg,0,118.8,1.149,136.5,6.831,00:42:02,0.32,14.9,2.6238,33.8,2.63 m/s,38.2,28.0,0.49 m/s,32.8
2026-03-24,15:07:18,ST,GS,+,192.9223,kg,0,118.8,1.149,136.5,6.831,00:42:03,0.32,14.9,2.6238,33.8,2.63 m/s,38.2,28.0,0.49 m/s,32.8
2026-03-24,15:07:19,ST,GS,+,192.9223,kg,0,118.8,1.149,136.5,6.831,00:42:04,0.32,14.9,2.6238,33.8,2.63 m/s,38.2,28.0,0.49 m/s,32.8
2026-03-24,15:07:20,ST,GS,+,192.9223,kg,0,118.6,1.628,193.1,7.368,00:42:05,0.32,14.9,2.6238,33.8,2.63 m/s,38.2,28.0,0.49 m/s,32.8
2026-03-24,15:07:21,ST,GS,+,192.9223,kg,0,118.6,1.628,193.1,7.368,00:42:06,0.32,14.9,2.6238,33.8,2.63 m/s,38.2,28.0,0.49 m/s,32.8
2026-03-24,15:07:22,ST,GS,+,192.9223,kg,0,118.6,1.628,193.1,7.368,00:42:07,0.131,6.1,2.6457,30.6,1.94 m/s,39.2,28.0,1.68 m/s,53.2
2026-03-24,15:07:23,ST,GS,+,192.9223,kg,0,118.6,1.628,193.1,7.368,00:42:08,0.131,6.1,2.6457,30.6,1.94 m/s,39.2,28.0,1.68 m/s,53.2
2026-03-24,15:07:24,ST,GS,+,192.9223,kg,0,118.6,1.628,193.1,7.368,00:42:09,0.131,6.1,2.6457,30.6,1.94 m/s,39.2,28.0,1.68 m/s,53.2
2026-03-24,15:07:25,ST,GS,+,192.9223,kg,0,118.6,1.628,193.1,7.368,00:42:10,0.131,6.1,2.6457,30.6,1.94 m/s,39.2,28.0,1.68 m/s,53.2
2026-03-24,15:07:26,ST,GS,+,192.9223,kg,0,118.6,1.628,193.1,7.368,00:42:11,0.131,6.1,2.6457,30.6,1.94 m/s,39.2,28.0,1.68 m/s,53.2
2026-03-24,15:07:27,ST,GS,+,192.9223,kg,0,118.6,1.628,193.1,7.368,00:42:12,0.131,6.1,2.6457,30.6,1.94 m/s,39.2,28.0,1.68 m/s,53.2
2026-03-24,15:07:28,ST,GS,+,194.5549,kg,0,118.6,1.628,193.1,7.368,00:42:13,0.131,6.1,2.6457,30.6,1.94 m/s,39.2,28.0,1.68 m/s,53.2
2026-03-24,15:07:29,ST,GS,+,194.5549,kg,0,118.6,1.628,193.1,7.368,00:42:14,0.131,6.1,2.6457,30.6,1.94 m/s,39.2,28.0,1.68 m/s,53.2
2026-03-24,15:07:30,ST,GS,+,194.5549,kg,0,118.5,1.502,178.0,7.862,00:42:15,0.131,6.1,2.6457,30.6,1.94 m/s,39.2,28.0,1.68 m/s,53.2
2026-03-24,15:07:31,ST,GS,+,194.5549,kg,0,118.5,1.502,178.0,7.862,00:42:16,0.131,6.1,2.6457,30.6,1.94 m/s,39.2,28.0,1.68 m/s,53.2
2026-03-24,15:07:32,ST,GS,+,194.5549,kg,0,118.5,1.502,178.0,7.862,00:42:17,2.238,104.5,3.0187,26.0,1.28 m/s,41.2,19.4,1.35 m/s,42.7
2026-03-24,15:07:33,ST,GS,+,194.5549,kg,0,118.5,1.502,178.0,7.862,00:42:18,2.238,104.5,3.0187,26.0,1.28 m/s,41.2,19.4,1.35 m/s,42.7
2026-03-24,15:07:34,ST,GS,+,194.5549,kg,0,118.5,1.502,178.0,7.862,00:42:19,2.238,104.5,3.0187,26.0,1.28 m/s,41.2,19.4,1.35 m/s,42.7
2026-03-24,15:07:35,ST,GS,+,194.5549,kg,0,118.5,1.502,178.0,7.862,00:42:20,2.238,104.5,3.0187,26.0,1.28 m/s,41.2,19.4,1.35 m/s,42.7
2026-03-24,15:07:36,ST,GS,+,194.5549,kg,0,118.5,1.502,178.0,7.862,00:42:21,2.238,104.5,3.0187,26.0,1.28 m/s,41.2,19.4,1.35 m/s,42.7
2026-03-24,15:07:37,ST,GS,+,194.5549,kg,0,118.5,1.502,178.0,7.862,00:42:22,2.238,104.5,3.0187,26.0,1.28 m/s,41.2,19.4,1.35 m/s,42.7
2026-03-24,15:07:38,ST,GS,+,195.1928,kg,0,118.5,1.502,178.0,7.862,00:42:23,2.238,104.5,3.0187,26.0,1.28 m/s,41.2,19.4,1.35 m/s,42.7
2026-03-24,15:07:39,ST,GS,+,195.1928,kg,0,118.5,1.502,178.0,7.862,00:42:24,2.238,104.5,3.0187,26.0,1.28 m/s,41.2,19.4,1.35 m/s,42.7
2026-03-24,15:07:40,ST,GS,+,195.1928,kg,0,118.8,1.465,174.0,8.345,00:42:25,2.238,104.5,3.0187,26.0,1.28 m/s,41.2,19.4,1.35 m/s,42.7
2026-03-24,15:07:41,ST,GS,+,195.1928,kg,0,118.8,1.465,174.0,8.345,00:42:26,2.238,104.5,3.0187,26.0,1.28 m/s,41.2,19.4,1.35 m/s,42.7
2026-03-24,15:07:42,ST,GS,+,195.1928,kg,0,118.8,1.465,174.0,8.345,00:42:27,1.254,58.6,3.2277,29.2,1.34 m/s,40.4,21.1,0.9 m/s,34.0
2026-03-24,15:07:43,ST,GS,+,195.1928,kg,0,118.8,1.465,174.0,8.345,00:42:28,1.254,58.6,3.2277,29.2,1.34 m/s,40.4,21.1,0.9 m/s,34.0
